rank,name,final_score,semantic_score,experience_score,behavioral_score,retrieval_score,career_growth_score,location_score,education_score,skill_depth_score,skill_duration_score,skill_endorsement_score,leadership_score,job_stability_score,startup_mindset_score,title_semantic_score,experience_semantic_score,honeypot_flag,honeypot_type,reasoning,current_title,current_company,experience_years,location
48,Candidate_0013,0.802,0.7146,1.0,0.7721,0.85,0.62,1.0,0.9,0.77,0.9667,1.0,0.0,1.0,1.0,0.662,0.7563,False,,"Rank #48: Strong match for retrieval-focused AI engineering role. 6 years at Freshworks, Zepto building semantic search, ranking, or retrieval systems with LLMs, Python, LoRA. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.86); immediate availability (notice period 0 days); strong open-source activity (github score 92); high offer acceptance rate (0.90). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior Machine Learning Engineer,Freshworks,6.0,Bangalore
49,Candidate_0057,0.8018,0.7246,1.0,0.7191,0.85,0.62,1.0,1.0,0.8107,1.0,1.0,0.0,1.0,1.0,0.5707,0.7234,False,,"Rank #49: Strong match for retrieval-focused AI engineering role. 8 years at ShareChat, Krutrim building semantic search, ranking, or retrieval systems with NLP, Distributed Systems, Vector Databases. Behavioral signals: actively looking and open to work; strong open-source activity (github score 80); high offer acceptance rate (0.91). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Search Infrastructure Engineer,ShareChat,8.0,Noida
50,Candidate_0054,0.8014,0.7547,1.0,0.6884,0.85,0.65,1.0,1.0,0.7393,0.9762,1.0,0.0,1.0,0.85,0.6681,0.7146,False,,"Rank #50: Strong match for retrieval-focused AI engineering role. 6 years at Microsoft, Cashfree building semantic search, ranking, or retrieval systems with FAISS, Information Retrieval, A/B Testing. Behavioral signals: actively looking and open to work; strong open-source activity (github score 79). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Ranking Engineer,Zoho,6.0,Pune
51,Candidate_0121,0.8011,0.7345,1.0,0.6701,1.0,0.62,1.0,1.0,0.61,1.0,1.0,0.0,1.0,0.85,0.6681,0.6897,False,,"Rank #51: Strong match for retrieval-focused AI engineering role. 9 years at Hasura, Apple building semantic search, ranking, or retrieval systems with Elasticsearch, Qdrant, Vector Databases. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.85). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Ranking Engineer,CRED,9.0,Mumbai
52,Candidate_0024,0.8009,0.7535,1.0,0.6877,0.85,0.62,1.0,1.0,0.7367,0.92,1.0,0.0,1.0,1.0,0.6193,0.7376,False,,"Rank #52: Strong match for retrieval-focused AI engineering role. 5 years at Sarvam AI, BrowserStack building semantic search, ranking, or retrieval systems with QLoRA, Transformers, Ranking Systems. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.81). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",NLP Engineer,Postman,5.0,Noida
53,Candidate_0146,0.8005,0.7431,1.0,0.5825,1.0,0.62,1.0,1.0,0.78,1.0,1.0,0.0,1.0,0.85,0.656,0.6727,False,,"Rank #53: Strong match for retrieval-focused AI engineering role. 9 years at Freshworks, Nixtla building semantic search, ranking, or retrieval systems with Milvus, Weaviate, BM25. Behavioral signals: immediate availability (notice period 0 days); strong open-source activity (github score 92). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",AI Platform Engineer,Flipkart,9.0,Bangalore
54,Candidate_0025,0.8001,0.7058,1.0,0.7589,0.95,0.62,1.0,1.0,0.6417,0.7944,1.0,0.0,1.0,1.0,0.662,0.7292,False,,"Rank #54: Strong match for retrieval-focused AI engineering role. 5 years at Postman, Amazon building semantic search, ranking, or retrieval systems with RAG, Qdrant, Retrieval Systems. Behavioral signals: actively looking and open to work; immediate availability (notice period 0 days); strong open-source activity (github score 98); high offer acceptance rate (0.93). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",Senior Machine Learning Engineer,CRED,5.0,Noida
55,Candidate_0056,0.8,0.7189,1.0,0.6714,1.0,0.62,1.0,1.0,0.6433,1.0,1.0,0.0,1.0,0.85,0.656,0.7583,False,,"Rank #55: Strong match for retrieval-focused AI engineering role. 9 years at Nixtla, Ola building semantic search, ranking, or retrieval systems with MAP, Retrieval Systems, Milvus. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.82); immediate availability (notice period 15 days); high offer acceptance rate (0.95). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",AI Platform Engineer,Hasura,9.0,Noida
56,Candidate_0052,0.7998,0.7838,1.0,0.6322,0.9,0.62,1.0,1.0,0.65,1.0,1.0,0.0,1.0,0.85,0.5707,0.7808,False,,"Rank #56: Strong match for retrieval-focused AI engineering role. 8 years at Razorpay, BrowserStack building semantic search, ranking, or retrieval systems with Milvus, PyTorch, Fine-Tuning. Behavioral signals: high recruiter engagement (response rate 0.85); strong open-source activity (github score 89). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Search Infrastructure Engineer,Swiggy,8.0,Mumbai
57,Candidate_0022,0.7997,0.7291,1.0,0.6814,1.0,0.62,1.0,1.0,0.6367,1.0,1.0,0.0,1.0,0.85,0.5707,0.7005,False,,"Rank #57: Strong match for retrieval-focused AI engineering role. 8 years at Zepto, Nixtla building semantic search, ranking, or retrieval systems with MRR, BM25, A/B Testing. Behavioral signals: actively looking and open to work; immediate availability (notice period 0 days); high offer acceptance rate (0.94). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Search Infrastructure Engineer,Postman,8.0,Noida
58,Candidate_0041,0.7992,0.7071,1.0,0.7451,0.9,0.62,1.0,1.0,0.7467,1.0,1.0,0.0,1.0,1.0,0.4649,0.7279,False,,"Rank #58: Strong match for retrieval-focused AI engineering role. 9 years at Dukaan, Hasura building semantic search, ranking, or retrieval systems with A/B Testing, Python, Semantic Search. Behavioral signals: actively looking and open to work; immediate availability (notice period 15 days); strong open-source activity (github score 82); high offer acceptance rate (0.86). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Vector Search Engineer,Hasura,9.0,Delhi NCR
59,Candidate_0075,0.7989,0.7366,1.0,0.6553,1.0,0.62,1.0,0.9,0.7286,1.0,1.0,0.0,1.0,0.85,0.5453,0.7301,False,,"Rank #59: Strong match for retrieval-focused AI engineering role. 6 years at CRED, ShareChat building semantic search, ranking, or retrieval systems with Learning to Rank, Qdrant, A/B Testing. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.87); high offer acceptance rate (0.94). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD.",Retrieval Engineer,Zoho,6.0,Mumbai
60,Candidate_0053,0.7986,0.7324,1.0,0.6885,1.0,0.62,1.0,1.0,0.5933,1.0,1.0,0.0,1.0,0.85,0.5453,0.7095,False,,"Rank #60: Strong match for retrieval-focused AI engineering role. 8 years at Amazon, Paytm building semantic search, ranking, or retrieval systems with RAG, Learning to Rank, Semantic Search. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.95); strong open-source activity (github score 98); high offer acceptance rate (0.87). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Retrieval Engineer,Swiggy,8.0,Mumbai
61,Candidate_0096,0.7983,0.7274,1.0,0.6099,1.0,0.65,1.0,1.0,0.74,0.8378,1.0,0.0,1.0,1.0,0.6607,0.6177,False,,"Rank #61: Strong match for retrieval-focused AI engineering role. 5 years at Google, Postman building semantic search, ranking, or retrieval systems with RAG, NLP, BM25. Behavioral signals: high recruiter engagement (response rate 0.86); strong open-source activity (github score 96). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",ML Engineer,Razorpay,5.0,Delhi NCR
62,Candidate_0000,0.7983,0.7229,1.0,0.6783,0.9,0.65,1.0,0.8,0.77,1.0,1.0,0.0,1.0,1.0,0.7376,0.7292,False,,"Rank #62: Strong match for retrieval-focused AI engineering role. 5 years at CRED, Razorpay building semantic search, ranking, or retrieval systems with PyTorch, Semantic Search, BM25. Behavioral signals: actively looking and open to work; strong open-source activity (github score 80). JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior AI Engineer,Nixtla,5.0,Pune
63,Candidate_0123,0.7981,0.7137,1.0,0.6911,0.95,0.62,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.85,0.6672,0.7034,False,,"Rank #63: Strong match for retrieval-focused AI engineering role. 7 years at Zepto, PhonePe building semantic search, ranking, or retrieval systems with Weaviate, Transformers, BM25. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.84); immediate availability (notice period 0 days); high offer acceptance rate (0.91). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Applied ML Engineer,BrowserStack,7.0,Mumbai
64,Candidate_0007,0.798,0.7199,1.0,0.6906,0.95,0.62,1.0,1.0,0.6467,1.0,1.0,0.0,1.0,1.0,0.5707,0.6753,False,,"Rank #64: Strong match for retrieval-focused AI engineering role. 6 years at Apple, Setu building semantic search, ranking, or retrieval systems with A/B Testing, Retrieval Systems, BM25. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.87); strong open-source activity (github score 98). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Infrastructure Engineer,Freshworks,6.0,Mumbai
65,Candidate_0042,0.7979,0.7137,1.0,0.649,0.95,0.62,1.0,1.0,0.7467,1.0,1.0,0.0,1.0,1.0,0.6135,0.6816,False,,"Rank #65: Strong match for retrieval-focused AI engineering role. 8 years at PhonePe, Zepto building semantic search, ranking, or retrieval systems with LoRA, Sentence Transformers, QLoRA. Behavioral signals: immediate availability (notice period 15 days); strong open-source activity (github score 86). JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Engineer,Microsoft,8.0,Bangalore
66,Candidate_0088,0.7975,0.7572,1.0,0.7238,0.8,0.62,1.0,1.0,0.5708,1.0,1.0,0.0,1.0,1.0,0.6607,0.7907,False,,"Rank #66: Strong match for retrieval-focused AI engineering role. 6 years at Meesho, Unacademy building semantic search, ranking, or retrieval systems with Ranking Systems, Weaviate, Distributed Systems. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.99); strong open-source activity (github score 96); high offer acceptance rate (0.96). JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD.",ML Engineer,Meta,6.0,Hyderabad
67,Candidate_0019,0.7971,0.7009,1.0,0.7201,1.0,0.62,1.0,1.0,0.6333,1.0,1.0,0.0,1.0,1.0,0.4277,0.6863,False,,"Rank #67: Strong match for retrieval-focused AI engineering role. 7 years at BrowserStack, Meesho building semantic search, ranking, or retrieval systems with Sentence Transformers, Qdrant, Kubernetes. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.94); strong open-source activity (github score 81). JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,Cashfree,7.0,Delhi NCR
68,Candidate_0040,0.7967,0.7077,1.0,0.6406,1.0,0.62,1.0,1.0,0.6367,1.0,1.0,0.0,1.0,1.0,0.662,0.6984,False,,"Rank #68: Strong match for retrieval-focused AI engineering role. 6 years at Ola, Dukaan building semantic search, ranking, or retrieval systems with A/B Testing, LoRA, BM25. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD.",Senior Machine Learning Engineer,Setu,6.0,Hyderabad
69,Candidate_0080,0.7963,0.744,1.0,0.7045,0.9,0.62,1.0,0.9,0.6417,1.0,1.0,0.0,1.0,0.85,0.656,0.7619,False,,"Rank #69: Strong match for retrieval-focused AI engineering role. 9 years at Unacademy, Amazon building semantic search, ranking, or retrieval systems with Kubernetes, Semantic Search, Sentence Transformers. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.90); strong open-source activity (github score 96); high offer acceptance rate (0.99). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD.",AI Platform Engineer,ShareChat,9.0,Noida
70,Candidate_0063,0.7963,0.7732,1.0,0.5829,0.95,0.62,1.0,1.0,0.5767,1.0,1.0,0.0,1.0,1.0,0.6193,0.673,False,,"Rank #70: Strong match for retrieval-focused AI engineering role. 7 years at Unacademy, Freshworks building semantic search, ranking, or retrieval systems with MLflow, MRR, Ranking Systems. JD fit: meets the 5-9 year experience requirement (7 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",NLP Engineer,CRED,7.0,Hyderabad
71,Candidate_0003,0.7963,0.7344,1.0,0.7408,0.75,0.62,1.0,1.0,0.7433,1.0,1.0,0.0,1.0,1.0,0.656,0.7362,False,,"Rank #71: Strong match for retrieval-focused AI engineering role. 9 years at Cashfree, Hasura building semantic search, ranking, or retrieval systems with Kubernetes, Fine-Tuning, PyTorch. Behavioral signals: actively looking and open to work; high recruiter engagement (response rate 0.92); immediate availability (notice period 15 days); strong open-source activity (github score 86); high offer acceptance rate (0.87). JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",AI Platform Engineer,Meta,9.0,Noida
